image_id,path,class,width,height,channels,average_R,average_G,average_B
val_normal_ (320).jpg,0_normal\val_normal_ (320).jpg,0_normal,720,576,3,101.8236955,72.77124566,55.27718943
val_normal_ (321).jpg,0_normal\val_normal_ (321).jpg,0_normal,720,576,3,93.83619551,62.98648486,49.36612172
val_normal_ (322).jpg,0_normal\val_normal_ (322).jpg,0_normal,720,576,3,105.1927638,66.91774691,52.76418065
val_normal_ (323).jpg,0_normal\val_normal_ (323).jpg,0_normal,720,576,3,121.6625627,74.86758777,57.24222608
val_normal_ (324).jpg,0_normal\val_normal_ (324).jpg,0_normal,720,576,3,118.1366247,78.16795187,59.28565056
val_normal_ (325).jpg,0_normal\val_normal_ (325).jpg,0_normal,720,576,3,123.8872203,75.24141348,57.66060957
val_normal_ (326).jpg,0_normal\val_normal_ (326).jpg,0_normal,720,576,3,110.6963807,70.52299865,55.68521171
val_normal_ (327).jpg,0_normal\val_normal_ (327).jpg,0_normal,720,576,3,107.2928289,70.06096161,55.87142409
val_normal_ (328).jpg,0_normal\val_normal_ (328).jpg,0_normal,720,576,3,122.0816551,78.34945023,60.29356433
val_normal_ (329).jpg,0_normal\val_normal_ (329).jpg,0_normal,720,576,3,110.3099585,70.82438995,56.24002218
val_normal_ (330).jpg,0_normal\val_normal_ (330).jpg,0_normal,720,576,3,117.0760851,77.8545814,59.28841146
val_normal_ (331).jpg,0_normal\val_normal_ (331).jpg,0_normal,720,576,3,108.9769579,81.3510706,61.30099826
val_normal_ (332).jpg,0_normal\val_normal_ (332).jpg,0_normal,720,576,3,118.4352575,75.21092062,57.5328559
val_normal_ (333).jpg,0_normal\val_normal_ (333).jpg,0_normal,720,576,3,92.17314333,60.95443432,46.65058835
val_normal_ (334).jpg,0_normal\val_normal_ (334).jpg,0_normal,720,576,3,92.94726321,62.80200617,49.47824074
val_normal_ (335).jpg,0_normal\val_normal_ (335).jpg,0_normal,720,576,3,118.5764202,78.47745949,59.72389564
val_normal_ (336).jpg,0_normal\val_normal_ (336).jpg,0_normal,720,576,3,79.0884211,62.95070168,47.38988233
val_normal_ (337).jpg,0_normal\val_normal_ (337).jpg,0_normal,720,576,3,91.47575714,59.32806713,46.82020399
val_normal_ (338).jpg,0_normal\val_normal_ (338).jpg,0_normal,720,576,3,103.0024667,65.92522666,52.0209539
val_normal_ (339).jpg,0_normal\val_normal_ (339).jpg,0_normal,720,576,3,112.6049961,80.80262346,60.92890625
val_normal_ (340).jpg,0_normal\val_normal_ (340).jpg,0_normal,720,576,3,106.8826148,73.9406901,56.81278694
val_normal_ (341).jpg,0_normal\val_normal_ (341).jpg,0_normal,720,576,3,114.5896822,79.27729311,60.36776379
val_normal_ (342).jpg,0_normal\val_normal_ (342).jpg,0_normal,720,576,3,93.97534722,63.64923563,50.42400897
val_normal_ (343).jpg,0_normal\val_normal_ (343).jpg,0_normal,720,576,3,93.78308015,64.2135272,49.26580826
val_normal_ (344).jpg,0_normal\val_normal_ (344).jpg,0_normal,720,576,3,125.9912833,82.13044223,61.89246238
val_normal_ (345).jpg,0_normal\val_normal_ (345).jpg,0_normal,720,576,3,115.6643784,82.09314718,61.36725019
val_normal_ (346).jpg,0_normal\val_normal_ (346).jpg,0_normal,720,576,3,80.74557774,53.98920476,42.46169946
val_normal_ (347).jpg,0_normal\val_normal_ (347).jpg,0_normal,720,576,3,132.5307822,84.40862751,64.69831935
val_normal_ (348).jpg,0_normal\val_normal_ (348).jpg,0_normal,720,576,3,88.60538436,69.29414545,54.04103492
val_normal_ (349).jpg,0_normal\val_normal_ (349).jpg,0_normal,720,576,3,83.08701534,65.93825473,51.35470197
val_normal_ (350).jpg,0_normal\val_normal_ (350).jpg,0_normal,720,576,3,119.8845583,75.60187355,58.43193721
val_normal_ (351).jpg,0_normal\val_normal_ (351).jpg,0_normal,720,576,3,121.2046537,79.65021219,61.42091532
val_normal_ (352).jpg,0_normal\val_normal_ (352).jpg,0_normal,720,576,3,118.9171971,82.25635127,61.73150801
val_normal_ (353).jpg,0_normal\val_normal_ (353).jpg,0_normal,720,576,3,96.75973669,67.46934558,53.39553916
val_normal_ (354).jpg,0_normal\val_normal_ (354).jpg,0_normal,720,576,3,110.1714458,80.76531154,60.67475887
val_normal_ (355).jpg,0_normal\val_normal_ (355).jpg,0_normal,720,576,3,99.70654417,74.30602816,57.58272087
val_normal_ (356).jpg,0_normal\val_normal_ (356).jpg,0_normal,720,576,3,117.3680917,72.80763889,55.77648775
val_normal_ (357).jpg,0_normal\val_normal_ (357).jpg,0_normal,720,576,3,97.56208767,68.81193576,54.58426649
val_normal_ (358).jpg,0_normal\val_normal_ (358).jpg,0_normal,720,576,3,100.2654152,68.85347463,52.78282697
val_normal_ (359).jpg,0_normal\val_normal_ (359).jpg,0_normal,720,576,3,120.2827836,77.6613233,59.79698833
val_normal_ (360).jpg,0_normal\val_normal_ (360).jpg,0_normal,720,576,3,83.35177228,73.02760417,61.11191165
val_normal_ (361).jpg,0_normal\val_normal_ (361).jpg,0_normal,720,576,3,115.7978805,76.49711854,58.48831983
val_normal_ (362).jpg,0_normal\val_normal_ (362).jpg,0_normal,720,576,3,95.5248939,64.24916329,50.79356916
val_normal_ (363).jpg,0_normal\val_normal_ (363).jpg,0_normal,720,576,3,116.616997,79.63530575,61.40395689
val_normal_ (364).jpg,0_normal\val_normal_ (364).jpg,0_normal,720,576,3,106.0138117,71.45680459,55.38909867
val_normal_ (365).jpg,0_normal\val_normal_ (365).jpg,0_normal,720,576,3,102.360788,74.51693191,55.41630739
val_normal_ (366).jpg,0_normal\val_normal_ (366).jpg,0_normal,720,576,3,80.61643036,53.75589313,42.27667583
val_normal_ (367).jpg,0_normal\val_normal_ (367).jpg,0_normal,720,576,3,126.8370732,82.35117429,62.08881173
val_normal_ (368).jpg,0_normal\val_normal_ (368).jpg,0_normal,720,576,3,126.0810306,77.95611738,59.24474826
val_normal_ (369).jpg,0_normal\val_normal_ (369).jpg,0_normal,720,576,3,128.0584877,84.74933449,64.83716725
val_normal_ (370).jpg,0_normal\val_normal_ (370).jpg,0_normal,720,576,3,114.7196012,75.70051601,57.94978057
val_normal_ (371).jpg,0_normal\val_normal_ (371).jpg,0_normal,720,576,3,102.1325352,76.26713927,57.50908565
val_normal_ (372).jpg,0_normal\val_normal_ (372).jpg,0_normal,720,576,3,98.32658661,64.52594039,50.79188127
val_normal_ (373).jpg,0_normal\val_normal_ (373).jpg,0_normal,720,576,3,126.6834177,83.78315008,64.4772039
val_normal_ (374).jpg,0_normal\val_normal_ (374).jpg,0_normal,720,576,3,120.4747492,78.29361497,60.42332417
val_normal_ (375).jpg,0_normal\val_normal_ (375).jpg,0_normal,720,576,3,119.3293885,82.51454234,61.78956404
val_normal_ (376).jpg,0_normal\val_normal_ (376).jpg,0_normal,720,576,3,111.2965037,76.92443335,58.89748505
val_normal_ (377).jpg,0_normal\val_normal_ (377).jpg,0_normal,720,576,3,88.03463059,58.39267458,46.48373601
val_normal_ (378).jpg,0_normal\val_normal_ (378).jpg,0_normal,720,576,3,117.0114342,73.44707755,56.30382427
val_normal_ (379).jpg,0_normal\val_normal_ (379).jpg,0_normal,720,576,3,100.4341291,64.1610653,50.63444734
val_normal_ (380).jpg,0_normal\val_normal_ (380).jpg,0_normal,720,576,3,101.024742,70.51918403,56.93237606
val_normal_ (381).jpg,0_normal\val_normal_ (381).jpg,0_normal,720,576,3,98.13909144,65.94208623,52.03751929
val_normal_ (382).jpg,0_normal\val_normal_ (382).jpg,0_normal,720,576,3,110.928125,78.36836661,58.96024547
val_normal_ (383).jpg,0_normal\val_normal_ (383).jpg,0_normal,720,576,3,95.64885465,65.3484592,49.68312114
val_normal_ (384).jpg,0_normal\val_normal_ (384).jpg,0_normal,720,576,3,99.8607663,68.14551264,53.86602527
val_normal_ (385).jpg,0_normal\val_normal_ (385).jpg,0_normal,720,576,3,124.992513,80.79281684,61.00136478
val_normal_ (386).jpg,0_normal\val_normal_ (386).jpg,0_normal,720,576,3,127.9539738,82.33745419,62.30364824
val_normal_ (387).jpg,0_normal\val_normal_ (387).jpg,0_normal,720,576,3,116.0211323,75.74836516,58.62984905
val_normal_ (388).jpg,0_normal\val_normal_ (388).jpg,0_normal,720,576,3,116.7529779,82.26922261,62.60335648
val_normal_ (389).jpg,0_normal\val_normal_ (389).jpg,0_normal,720,576,3,114.9535976,80.35494792,60.80612461
val_normal_ (390).jpg,0_normal\val_normal_ (390).jpg,0_normal,720,576,3,100.0988426,70.28380835,55.881549
val_normal_ (391).jpg,0_normal\val_normal_ (391).jpg,0_normal,720,576,3,98.51959877,66.57119502,52.46023823
val_normal_ (392).jpg,0_normal\val_normal_ (392).jpg,0_normal,720,576,3,124.2313754,81.16510176,62.00248601
val_normal_ (393).jpg,0_normal\val_normal_ (393).jpg,0_normal,720,576,3,117.3569107,84.93355517,63.79206211
val_normal_ (394).jpg,0_normal\val_normal_ (394).jpg,0_normal,720,576,3,122.235993,75.50776186,57.57721354
val_normal_ (395).jpg,0_normal\val_normal_ (395).jpg,0_normal,720,576,3,116.5324122,74.21277971,57.01992429
val_normal_ (396).jpg,0_normal\val_normal_ (396).jpg,0_normal,720,576,3,112.9714723,76.07274064,61.08124518
val_normal_ (397).jpg,0_normal\val_normal_ (397).jpg,0_normal,720,576,3,108.0878183,80.16124132,60.33127652
val_normal_ (398).jpg,0_normal\val_normal_ (398).jpg,0_normal,720,576,3,127.3376953,83.98192998,64.04254437
val_normal_ (399).jpg,0_normal\val_normal_ (399).jpg,0_normal,720,576,3,110.0371431,75.02328318,60.09555604
val_normal_ (400).jpg,0_normal\val_normal_ (400).jpg,0_normal,720,576,3,129.4265239,91.53947,68.38460889
train_ulcer_ (1).jpg,1_ulcerative_colitis\train_ulcer_ (1).jpg,1_ulcerative_colitis,572,531,3,200.0855096,89.34676294,49.06283829
train_ulcer_ (10).jpg,1_ulcerative_colitis\train_ulcer_ (10).jpg,1_ulcerative_colitis,616,532,3,162.1222873,89.99931037,71.58803462
train_ulcer_ (100).jpg,1_ulcerative_colitis\train_ulcer_ (100).jpg,1_ulcerative_colitis,617,531,3,153.5613609,87.71181862,56.55943802
train_ulcer_ (101).jpg,1_ulcerative_colitis\train_ulcer_ (101).jpg,1_ulcerative_colitis,628,530,3,159.3716921,99.33018567,80.80733085
train_ulcer_ (102).jpg,1_ulcerative_colitis\train_ulcer_ (102).jpg,1_ulcerative_colitis,635,548,3,132.7819587,87.68640726,64.39020059
train_ulcer_ (103).jpg,1_ulcerative_colitis\train_ulcer_ (103).jpg,1_ulcerative_colitis,616,531,3,130.4072994,81.719859,47.98665529
train_ulcer_ (104).jpg,1_ulcerative_colitis\train_ulcer_ (104).jpg,1_ulcerative_colitis,1221,1012,3,191.5631618,123.0141852,116.3979179
train_ulcer_ (105).jpg,1_ulcerative_colitis\train_ulcer_ (105).jpg,1_ulcerative_colitis,603,532,3,152.3445087,65.77741618,42.04134403
train_ulcer_ (106).jpg,1_ulcerative_colitis\train_ulcer_ (106).jpg,1_ulcerative_colitis,604,531,3,167.367506,63.74835061,49.86994737
train_ulcer_ (107).jpg,1_ulcerative_colitis\train_ulcer_ (107).jpg,1_ulcerative_colitis,635,547,3,160.6049461,106.3541695,80.3496063
train_ulcer_ (108).jpg,1_ulcerative_colitis\train_ulcer_ (108).jpg,1_ulcerative_colitis,633,531,3,177.2620886,102.7749514,76.88223656
train_ulcer_ (109).jpg,1_ulcerative_colitis\train_ulcer_ (109).jpg,1_ulcerative_colitis,625,530,3,169.3246702,98.86279547,74.42546717
train_ulcer_ (11).jpg,1_ulcerative_colitis\train_ulcer_ (11).jpg,1_ulcerative_colitis,635,548,3,174.1517673,110.0234123,80.9948589
train_ulcer_ (110).jpg,1_ulcerative_colitis\train_ulcer_ (110).jpg,1_ulcerative_colitis,623,529,3,174.9435866,95.73631158,78.84382842
train_ulcer_ (111).jpg,1_ulcerative_colitis\train_ulcer_ (111).jpg,1_ulcerative_colitis,623,530,3,171.5794724,94.07996002,71.65255762
train_ulcer_ (112).jpg,1_ulcerative_colitis\train_ulcer_ (112).jpg,1_ulcerative_colitis,572,532,3,171.1864386,77.41362256,49.03435709
train_ulcer_ (113).jpg,1_ulcerative_colitis\train_ulcer_ (113).jpg,1_ulcerative_colitis,571,531,3,156.9621736,75.14504899,43.7138334
train_ulcer_ (114).jpg,1_ulcerative_colitis\train_ulcer_ (114).jpg,1_ulcerative_colitis,628,530,3,158.327058,102.4941143,69.14345932
train_ulcer_ (115).jpg,1_ulcerative_colitis\train_ulcer_ (115).jpg,1_ulcerative_colitis,572,531,3,181.1346878,98.28729604,61.47621917
train_ulcer_ (116).jpg,1_ulcerative_colitis\train_ulcer_ (116).jpg,1_ulcerative_colitis,628,529,3,160.5225639,102.5411695,77.74918125
train_ulcer_ (117).jpg,1_ulcerative_colitis\train_ulcer_ (117).jpg,1_ulcerative_colitis,616,531,3,134.2593703,79.94989239,53.36080845
train_ulcer_ (118).jpg,1_ulcerative_colitis\train_ulcer_ (118).jpg,1_ulcerative_colitis,628,530,3,149.905384,98.03118616,74.52275568
train_ulcer_ (119).jpg,1_ulcerative_colitis\train_ulcer_ (119).jpg,1_ulcerative_colitis,571,531,3,155.750169,66.29211315,40.50746205
train_ulcer_ (12).jpg,1_ulcerative_colitis\train_ulcer_ (12).jpg,1_ulcerative_colitis,617,531,3,143.0552183,84.85637936,54.30242623
train_ulcer_ (120).jpg,1_ulcerative_colitis\train_ulcer_ (120).jpg,1_ulcerative_colitis,571,532,3,166.1719085,86.6643634,54.77278354
train_ulcer_ (121).jpg,1_ulcerative_colitis\train_ulcer_ (121).jpg,1_ulcerative_colitis,633,532,3,161.7345645,100.2515679,72.86494673
train_ulcer_ (122).jpg,1_ulcerative_colitis\train_ulcer_ (122).jpg,1_ulcerative_colitis,618,547,3,145.8059347,97.29436822,57.67059217
train_ulcer_ (123).jpg,1_ulcerative_colitis\train_ulcer_ (123).jpg,1_ulcerative_colitis,603,532,3,144.3890946,55.22597539,39.39819075
train_ulcer_ (124).jpg,1_ulcerative_colitis\train_ulcer_ (124).jpg,1_ulcerative_colitis,635,548,3,138.2845853,95.85975056,71.86137422
train_ulcer_ (125).jpg,1_ulcerative_colitis\train_ulcer_ (125).jpg,1_ulcerative_colitis,635,548,3,184.6986637,112.4034686,81.62573424
train_ulcer_ (126).jpg,1_ulcerative_colitis\train_ulcer_ (126).jpg,1_ulcerative_colitis,635,548,3,169.4264555,99.19290189,73.49272085
train_ulcer_ (127).jpg,1_ulcerative_colitis\train_ulcer_ (127).jpg,1_ulcerative_colitis,572,532,3,159.5745439,71.75038777,48.13931792
train_ulcer_ (128).jpg,1_ulcerative_colitis\train_ulcer_ (128).jpg,1_ulcerative_colitis,623,530,3,192.5450952,111.4834732,80.99916715
train_ulcer_ (129).jpg,1_ulcerative_colitis\train_ulcer_ (129).jpg,1_ulcerative_colitis,628,530,3,140.9631084,104.0829227,77.87496395
train_ulcer_ (13).jpg,1_ulcerative_colitis\train_ulcer_ (13).jpg,1_ulcerative_colitis,571,532,3,165.8546179,79.57801246,45.4093794
train_ulcer_ (130).jpg,1_ulcerative_colitis\train_ulcer_ (130).jpg,1_ulcerative_colitis,604,532,3,164.8502807,92.44076458,83.61919596
train_ulcer_ (131).jpg,1_ulcerative_colitis\train_ulcer_ (131).jpg,1_ulcerative_colitis,624,530,3,171.8308478,79.06277516,57.01092163
train_ulcer_ (132).jpg,1_ulcerative_colitis\train_ulcer_ (132).jpg,1_ulcerative_colitis,623,529,3,169.8208923,95.41527216,74.38637667
train_ulcer_ (133).jpg,1_ulcerative_colitis\train_ulcer_ (133).jpg,1_ulcerative_colitis,571,531,3,170.23774,84.3214963,54.74692366
train_ulcer_ (134).jpg,1_ulcerative_colitis\train_ulcer_ (134).jpg,1_ulcerative_colitis,572,532,3,165.6036102,88.8224933,50.00064081
train_ulcer_ (135).jpg,1_ulcerative_colitis\train_ulcer_ (135).jpg,1_ulcerative_colitis,571,531,3,135.8812438,52.61448346,42.80216424
train_ulcer_ (136).jpg,1_ulcerative_colitis\train_ulcer_ (136).jpg,1_ulcerative_colitis,616,531,3,126.5853205,85.13156994,52.32389268
train_ulcer_ (137).jpg,1_ulcerative_colitis\train_ulcer_ (137).jpg,1_ulcerative_colitis,1349,1079,3,118.0456549,58.7985684,40.32086721
train_ulcer_ (138).jpg,1_ulcerative_colitis\train_ulcer_ (138).jpg,1_ulcerative_colitis,635,548,3,136.8233864,92.49948273,58.03423473
train_ulcer_ (139).jpg,1_ulcerative_colitis\train_ulcer_ (139).jpg,1_ulcerative_colitis,572,531,3,129.7894756,59.64182898,42.52938116
train_ulcer_ (14).jpg,1_ulcerative_colitis\train_ulcer_ (14).jpg,1_ulcerative_colitis,635,548,3,154.8881689,105.0298207,73.61120754
train_ulcer_ (140).jpg,1_ulcerative_colitis\train_ulcer_ (140).jpg,1_ulcerative_colitis,623,530,3,166.9980526,94.18868227,54.5207638
train_ulcer_ (141).jpg,1_ulcerative_colitis\train_ulcer_ (141).jpg,1_ulcerative_colitis,572,532,3,166.0792628,78.83383722,49.12108944
train_ulcer_ (142).jpg,1_ulcerative_colitis\train_ulcer_ (142).jpg,1_ulcerative_colitis,627,547,3,111.1810455,65.03014558,46.26779388
train_ulcer_ (143).jpg,1_ulcerative_colitis\train_ulcer_ (143).jpg,1_ulcerative_colitis,623,530,3,180.7471092,102.0176444,82.4562676
train_ulcer_ (144).jpg,1_ulcerative_colitis\train_ulcer_ (144).jpg,1_ulcerative_colitis,602,531,3,129.9534195,58.48115822,38.33203509
train_ulcer_ (145).jpg,1_ulcerative_colitis\train_ulcer_ (145).jpg,1_ulcerative_colitis,628,530,3,166.2656682,92.74524997,72.99732304
train_ulcer_ (146).jpg,1_ulcerative_colitis\train_ulcer_ (146).jpg,1_ulcerative_colitis,623,530,3,178.5427875,95.08800388,74.88947576
train_ulcer_ (147).jpg,1_ulcerative_colitis\train_ulcer_ (147).jpg,1_ulcerative_colitis,616,531,3,127.393863,85.25270257,36.23606831
train_ulcer_ (148).jpg,1_ulcerative_colitis\train_ulcer_ (148).jpg,1_ulcerative_colitis,623,529,3,173.1176483,90.50683473,66.89131193
train_ulcer_ (149).jpg,1_ulcerative_colitis\train_ulcer_ (149).jpg,1_ulcerative_colitis,628,530,3,175.0900192,111.3787195,83.08544346
train_ulcer_ (15).jpg,1_ulcerative_colitis\train_ulcer_ (15).jpg,1_ulcerative_colitis,623,529,3,152.4687575,81.2670504,53.16214002
train_ulcer_ (150).jpg,1_ulcerative_colitis\train_ulcer_ (150).jpg,1_ulcerative_colitis,634,548,3,143.5642082,84.908762,50.53569044
train_ulcer_ (151).jpg,1_ulcerative_colitis\train_ulcer_ (151).jpg,1_ulcerative_colitis,635,548,3,176.7699236,111.030338,59.92642106
train_ulcer_ (152).jpg,1_ulcerative_colitis\train_ulcer_ (152).jpg,1_ulcerative_colitis,618,548,3,146.7727275,83.24087296,55.45334314
train_ulcer_ (153).jpg,1_ulcerative_colitis\train_ulcer_ (153).jpg,1_ulcerative_colitis,571,532,3,140.1751906,72.59791554,33.46545106
train_ulcer_ (154).jpg,1_ulcerative_colitis\train_ulcer_ (154).jpg,1_ulcerative_colitis,572,531,3,161.8509475,81.29588585,51.479314
train_ulcer_ (155).jpg,1_ulcerative_colitis\train_ulcer_ (155).jpg,1_ulcerative_colitis,624,530,3,163.3366957,85.49931967,66.86950895
train_ulcer_ (156).jpg,1_ulcerative_colitis\train_ulcer_ (156).jpg,1_ulcerative_colitis,571,531,3,177.8486911,75.98344662,49.4257077
train_ulcer_ (157).jpg,1_ulcerative_colitis\train_ulcer_ (157).jpg,1_ulcerative_colitis,623,530,3,161.7740422,80.47852146,63.43836882
train_ulcer_ (158).jpg,1_ulcerative_colitis\train_ulcer_ (158).jpg,1_ulcerative_colitis,571,531,3,169.9149343,81.97452845,45.34728118
train_ulcer_ (159).jpg,1_ulcerative_colitis\train_ulcer_ (159).jpg,1_ulcerative_colitis,622,530,3,162.6306407,99.91642905,67.43152339
train_ulcer_ (16).jpg,1_ulcerative_colitis\train_ulcer_ (16).jpg,1_ulcerative_colitis,572,531,3,146.0924499,72.65763897,52.43285199
train_ulcer_ (160).jpg,1_ulcerative_colitis\train_ulcer_ (160).jpg,1_ulcerative_colitis,635,548,3,118.2585436,66.77724869,50.24726134
train_ulcer_ (161).jpg,1_ulcerative_colitis\train_ulcer_ (161).jpg,1_ulcerative_colitis,607,493,3,142.6473161,78.54181273,55.26750119
train_ulcer_ (162).jpg,1_ulcerative_colitis\train_ulcer_ (162).jpg,1_ulcerative_colitis,627,548,3,188.387845,93.83959941,62.64001327
train_ulcer_ (163).jpg,1_ulcerative_colitis\train_ulcer_ (163).jpg,1_ulcerative_colitis,623,530,3,167.9188467,96.9112087,77.31649051
train_ulcer_ (164).jpg,1_ulcerative_colitis\train_ulcer_ (164).jpg,1_ulcerative_colitis,603,532,3,147.4810721,76.46551703,49.08744498
train_ulcer_ (165).jpg,1_ulcerative_colitis\train_ulcer_ (165).jpg,1_ulcerative_colitis,624,530,3,153.9936835,82.96705068,42.91918541
train_ulcer_ (166).jpg,1_ulcerative_colitis\train_ulcer_ (166).jpg,1_ulcerative_colitis,628,530,3,139.1543474,101.0081511,84.70092837
train_ulcer_ (167).jpg,1_ulcerative_colitis\train_ulcer_ (167).jpg,1_ulcerative_colitis,616,529,3,153.4211113,78.35386849,63.13918997
train_ulcer_ (168).jpg,1_ulcerative_colitis\train_ulcer_ (168).jpg,1_ulcerative_colitis,572,532,3,172.5396643,74.52957569,38.65205518
train_ulcer_ (169).jpg,1_ulcerative_colitis\train_ulcer_ (169).jpg,1_ulcerative_colitis,635,548,3,152.9844819,93.35708087,66.00165527
train_ulcer_ (17).jpg,1_ulcerative_colitis\train_ulcer_ (17).jpg,1_ulcerative_colitis,635,548,3,164.2119317,101.0374907,69.97671131
train_ulcer_ (170).jpg,1_ulcerative_colitis\train_ulcer_ (170).jpg,1_ulcerative_colitis,572,532,3,157.4307469,79.17109207,55.97619486
train_ulcer_ (171).jpg,1_ulcerative_colitis\train_ulcer_ (171).jpg,1_ulcerative_colitis,571,530,3,122.3079073,63.79033473,38.79054291
train_ulcer_ (172).jpg,1_ulcerative_colitis\train_ulcer_ (172).jpg,1_ulcerative_colitis,572,531,3,164.7427304,81.71431723,53.31051058
train_ulcer_ (173).jpg,1_ulcerative_colitis\train_ulcer_ (173).jpg,1_ulcerative_colitis,635,548,3,181.4659032,104.0078165,70.85432783
train_ulcer_ (174).jpg,1_ulcerative_colitis\train_ulcer_ (174).jpg,1_ulcerative_colitis,635,547,3,103.4608444,57.86037225,42.00681743
train_ulcer_ (175).jpg,1_ulcerative_colitis\train_ulcer_ (175).jpg,1_ulcerative_colitis,1349,1063,3,156.2488182,93.97976899,71.47207123
train_ulcer_ (176).jpg,1_ulcerative_colitis\train_ulcer_ (176).jpg,1_ulcerative_colitis,572,531,3,175.3892017,75.45833169,27.18249641
train_ulcer_ (177).jpg,1_ulcerative_colitis\train_ulcer_ (177).jpg,1_ulcerative_colitis,552,531,3,146.8106969,66.23998335,51.22245422
train_ulcer_ (178).jpg,1_ulcerative_colitis\train_ulcer_ (178).jpg,1_ulcerative_colitis,572,524,3,162.554019,73.93759342,43.63018804
train_ulcer_ (179).jpg,1_ulcerative_colitis\train_ulcer_ (179).jpg,1_ulcerative_colitis,603,532,3,161.8301693,80.99549246,34.94056971
train_ulcer_ (18).jpg,1_ulcerative_colitis\train_ulcer_ (18).jpg,1_ulcerative_colitis,635,548,3,141.3710184,90.96781137,63.47969998
train_ulcer_ (180).jpg,1_ulcerative_colitis\train_ulcer_ (180).jpg,1_ulcerative_colitis,628,530,3,148.2599447,89.44501863,69.95700036
train_ulcer_ (181).jpg,1_ulcerative_colitis\train_ulcer_ (181).jpg,1_ulcerative_colitis,629,530,3,150.5477128,95.49028107,76.97123316
train_ulcer_ (182).jpg,1_ulcerative_colitis\train_ulcer_ (182).jpg,1_ulcerative_colitis,635,548,3,143.0797977,101.1755704,71.9964337
train_ulcer_ (183).jpg,1_ulcerative_colitis\train_ulcer_ (183).jpg,1_ulcerative_colitis,629,529,3,144.2322647,96.0406893,75.97670861
train_ulcer_ (184).jpg,1_ulcerative_colitis\train_ulcer_ (184).jpg,1_ulcerative_colitis,628,529,3,148.2111302,94.69283771,74.40815202
train_ulcer_ (185).jpg,1_ulcerative_colitis\train_ulcer_ (185).jpg,1_ulcerative_colitis,625,529,3,139.8347282,76.28345709,60.33132401
train_ulcer_ (186).jpg,1_ulcerative_colitis\train_ulcer_ (186).jpg,1_ulcerative_colitis,572,531,3,168.4001291,81.52090659,54.50005268
train_ulcer_ (187).jpg,1_ulcerative_colitis\train_ulcer_ (187).jpg,1_ulcerative_colitis,572,531,3,180.89737,71.87212411,31.75343395
train_ulcer_ (188).jpg,1_ulcerative_colitis\train_ulcer_ (188).jpg,1_ulcerative_colitis,623,530,3,148.4058269,78.83895939,63.38911536
train_ulcer_ (189).jpg,1_ulcerative_colitis\train_ulcer_ (189).jpg,1_ulcerative_colitis,623,530,3,144.0765923,81.96823344,67.44615524
train_ulcer_ (19).jpg,1_ulcerative_colitis\train_ulcer_ (19).jpg,1_ulcerative_colitis,635,548,3,135.0274901,86.04297373,52.50199724
train_ulcer_ (190).jpg,1_ulcerative_colitis\train_ulcer_ (190).jpg,1_ulcerative_colitis,623,530,3,185.3299797,103.8944396,83.59580242
train_ulcer_ (191).jpg,1_ulcerative_colitis\train_ulcer_ (191).jpg,1_ulcerative_colitis,1349,1071,3,202.54845,113.0371462,83.19302675
train_ulcer_ (192).jpg,1_ulcerative_colitis\train_ulcer_ (192).jpg,1_ulcerative_colitis,623,530,3,176.5883612,94.03312638,68.39821921
train_ulcer_ (193).jpg,1_ulcerative_colitis\train_ulcer_ (193).jpg,1_ulcerative_colitis,623,529,3,144.3638319,70.25427303,58.68738375
train_ulcer_ (194).jpg,1_ulcerative_colitis\train_ulcer_ (194).jpg,1_ulcerative_colitis,623,529,3,147.6738812,90.18361365,72.02297257
train_ulcer_ (195).jpg,1_ulcerative_colitis\train_ulcer_ (195).jpg,1_ulcerative_colitis,612,530,3,196.810328,103.0722376,76.67481502
train_ulcer_ (196).jpg,1_ulcerative_colitis\train_ulcer_ (196).jpg,1_ulcerative_colitis,623,530,3,167.2515764,94.33445289,73.22988582
train_ulcer_ (197).jpg,1_ulcerative_colitis\train_ulcer_ (197).jpg,1_ulcerative_colitis,591,529,3,196.9900172,93.45407003,60.14244864
train_ulcer_ (198).jpg,1_ulcerative_colitis\train_ulcer_ (198).jpg,1_ulcerative_colitis,624,530,3,147.2821722,91.64523162,76.31751028
train_ulcer_ (199).jpg,1_ulcerative_colitis\train_ulcer_ (199).jpg,1_ulcerative_colitis,571,530,3,123.9480124,75.675247,61.25814361
train_ulcer_ (2).jpg,1_ulcerative_colitis\train_ulcer_ (2).jpg,1_ulcerative_colitis,572,531,3,194.1475445,92.03304887,61.94353904
train_ulcer_ (20).jpg,1_ulcerative_colitis\train_ulcer_ (20).jpg,1_ulcerative_colitis,635,548,3,100.43316,71.12506466,49.27110753
train_ulcer_ (200).jpg,1_ulcerative_colitis\train_ulcer_ (200).jpg,1_ulcerative_colitis,635,547,3,157.6700111,92.2946926,60.24341793
train_ulcer_ (201).jpg,1_ulcerative_colitis\train_ulcer_ (201).jpg,1_ulcerative_colitis,612,529,3,160.1107157,86.48505937,67.81287915
train_ulcer_ (202).jpg,1_ulcerative_colitis\train_ulcer_ (202).jpg,1_ulcerative_colitis,623,529,3,167.4201179,97.61855708,81.9814848
train_ulcer_ (203).jpg,1_ulcerative_colitis\train_ulcer_ (203).jpg,1_ulcerative_colitis,630,547,3,80.82998752,57.77518934,40.03401526
